45861448003081580GH PNWWLA 2810815800007270000011600012MANISCH MATZO BALL SP MIX     MAN MTZO BALL SOUP  4.5 OZ    4.50OZ02       1000218502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000067000670190301862NN20171209 N00012000218500000000000000000000000000284020171021201712220066494000000000000000000000000000000000000000000000000000000000000000000000000000100003590+49300D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100003480+391281320R00100003490+393030000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000727000001160000450000310064000630013100000000000000359  X
45861448003081950GH PNWWLA 2810819500007270010126400012MANISCH CK SOUP CLEAR         MANISC CK SP CLEAR 10.5 OZ   10.50OZ02       1000184802017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067019       NN20171209 N00012000184800000000000000000000000000225020171021201712220066494000000000000000000000000000000000000000000000000000000000000000000000000000100002990+48500D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00100002990+377090000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000727001012640000965000240046000820010900000000000000299  X
45861448003082380GH PNWWLA 2810823800007270010200100024MANISCH VEGETABLE SOUP MIX    MANISCH VEG SP MX     6 OZ    6.00OZ02       1000272302017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000067000670190302078NN20171209 N00024000272300000000000000000000000000460020171021201712220066494000000000000000000000000000000000000000000000000000000000000000000000000000100002150+47200D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100002490+449131320R00100002090+343700000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000727001020010001010000310052000990010500000000000000215  X
45861448003082440GH PNWWLA 2810824400007270010201800024MANISCH SPLIT PEA SOUP MIX    MANISCH SPLIT PEA     6 OZ    6.00OZ02       1000272302017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000067000670190302078NN20171209 N00024000272300000000000000000000000000460020171021201712220066494000000000000000000000000000000000000000000000000000000000000000000000000000100002150+47200D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00100002090+343700000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000727001020180000985000270049000960009900000000000000215  X
45861448003082520GH PNWWLA 2810825200007022750181900012STREITS SOUP CHICKEN NOODLE BXSTR CHKN NOODLE BX    4 OZ    4.00OZ02       1000142502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000067000670190303106NN20171209 N00012000142500000000000000000000000000270020171021201712220009862000000000000000000000000000000000000000000000000000000000000000000000000000100001950+39100D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000702275018190000430000280097000520009500000000000000195  X
45861448003083430GH PNWWLA 2810834300007021624001900006FOX U BET SYRUP CHOCOLATE     FOX U BET CHOCOLAT   22 OZ   22.00OZ02       1000178502017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067003       NN20171209 N00006000178500000000000000000000000000000000000000000000000000000001280201710212017122200731370000000000000000000000000000000000000000000000100004350+31600D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000702162400190000825000290090000890006300000000000000435  X
45861448003084100GH PNWWLA 2810841000007042000809200010ROKEACH CHANUKAH CANDLES      RKCH CHANUKAH CAND   44 CT   44.00CT17       1000096102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067004       NN20171209 N00010000096100000000000000000000000000158020171021201712220062871000000000000000000000000000000000000000000000000000000000000000000000000000100001850+48100D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000704200080920000460000120032000760008500000000000000185  X
45861448003084110GH PNWWLA 2810841100007349015293100012YEHUDA GEFILTE FISH           YHDL GFLT FISH ORG   24 OZ   24.00OZ02       1000551602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067015       NN20171209 N00012000551600000000000000000000000000000000000000000000000000000004340201710212017122200731370000000000000000000000000000000000000000000000100008190+43900D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100009490+449601320R00100007990+346270000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734901529310002740000620070001100014000000000000000819  X
45861448003084120GH PNWWLA 2810841200007349015292400012YEHUDA GEFILTE FISH SWEET STYLYHDL GFLT FISH SWT   24 OZ   24.00OZ02       1000551602017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067015       NN20171209 N00012000551600000000000000000000000000000000000000000000000000000004340201710212017122200731370000000000000000000000000000000000000000000000100008190+43900D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100009490+449601320R00100007990+346270000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000734901529240002740000620064001130014700000000000000819  X
45861448003084180GH PNWWLA 2810841800007270020038700024MANISCH MAGIC MAX DRK CHO COIN032MM DRK CHO COIN  .53 OZ    0.53OZ02       1000079102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067017       NN20171209 N00024000079100000000000000000000000000141020171021201712220051088000000000000000000000000000000000000000000000000000000000000000000000000000100000590+44100D2017100720171222000000000000000000000000000000000+00000000000000N    0SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100727002003220000079000020021000350003800000000000000059  X
45861448003084270GH PNWWLA 2810842700007270000791700012MANISCH SHABBAT CANDLES       MANI SHABBAT CNDLE   12 CT   12.00CT17       1000137702017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067004       NN20171209 N00012000137700000000000000000000000000112020171021201712220065165000000000000000000000000000000000000000000000000000000000000000000000000000100001990+42300D2017100720171222000000000000000000000000000000000+00000000000000N    0SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0000727000079170000720000260036000950013200000000000000199  X
45861448003084340GH PNWWLA 2810843400007270020039400024MANISCH MAGIC MAX MLK CHO COIN031MM MLK CHO COIN  .53 OZ    0.53OZ02       1000079102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   0000006700067017       NN20171209 N00024000079100000000000000000000000000141020171021201712220051088000000000000000000000000000000000000000000000000000000000000000000000000000100000590+44100D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00000000000+000001320R00000000000+000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100727002003150000079000040018000530006800000000000000059  X
45861448003085130GH PNWWLA 2810851300008468600007300012TELMA CUBES CHICKEN CONSOMME  KNR TLMA CHKN SOUP    3 CT    3.00CT17       1000081102017122300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N   00000067000670190302874NN20171209 N00012000081100000000000000000000000000000000000000000000000000000000720201710212017122200731370000000000000000000000000000000000000000000000100001350+49900D2017100720171222000000000000000000000000000000000+00000000000000N    2SF                 1324R00100001390+412471320R00100001290+366930000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 000000000 00000000000 00000 0100846860000700000125000040036000500003400000000000000135  X
